time,indentation,contact_force
0,97.65625,0.0958175349296777
0.00499699999636505,97.65625,0.0651920240520265
0.0101189999986673,97.65625,0.128015624046442
0.0150389999980689,97.65625,0.149164338901763
0.020077000001038,97.65625,0.11700427342623
0.0251179999977467,97.65625,0.112538882169675
0.0299989999984973,97.65625,0.10866922287382
0.0349979999955394,97.65625,0.0962081077664455
0.039876999995613,97.65625,0.111364267159624
0.0448759999999311,97.65625,0.114560027932957
0.0497949999989942,97.65625,0.0982344135219425
0.054839999997057,97.65625,0.0822982381342395
0.0596739999964484,97.65625,0.0751864349467376
0.0647180000014487,97.65625,0.107689368091748
0.0696349999998347,97.65625,0.126570138658374
0.0747140000021318,97.65625,0.119205704561485
0.079753999998502,97.65625,0.177011299074381
0.0846719999972265,97.65625,0.192629177436857
0.0897130000012112,97.65625,0.0696347614342147
0.0947129999985918,97.65625,0.057706152185014
0.0996299999969779,97.65625,0.149465715132267
0.104670000000624,97.65625,0.209289273494845
0.109550000001036,97.65625,0.153264477293338
0.114549999998417,97.65625,0.151211772028503
0.119549999995797,97.65625,0.152472948420367
0.124549000000115,97.65625,0.124004032192506
0.129588999996486,97.65625,0.115108644332213
0.134469999997236,97.65625,0.0892020179143947
0.139466000000539,97.65625,0.0962548700066651
0.144387000000279,97.65625,0.117647779409558
0.149426999996649,97.65625,0.126649121591901
0.154468000000634,97.65625,0.134331679063429
0.159347000000707,97.65625,0.112089250153616
0.1643849999964,97.65625,0.121148668998054
0.169267999997828,97.65625,0.184837766703669
0.174348000000464,97.65625,0.192374634502577
0.179188000001886,97.65625,0.131217376898031
0.184188999999606,97.65625,0.155595629758679
0.189107999998669,97.65625,0.243312556190592
0.194148000002315,97.65625,0.23693459012985
0.19926399999531,97.65625,0.151795915623577
0.204304999999295,97.65625,0.122024587686253
0.209184999999707,97.65625,0.191400104493179
0.214024000000791,97.65625,0.157308613877308
0.219025999998848,97.65625,0.080156097709407
0.223904999998922,97.65625,0.127910124696992
0.228862999996636,97.65625,0.195017947891982
0.233743999997387,97.65625,0.15456390264224
0.23854399999982,97.65625,0.157257750206468
0.243540999996185,97.65625,0.165604951616792
0.248461999995925,97.65625,0.084581321815162
0.25346300000092,97.65625,0.108226614102077
0.258342000000994,97.65625,0.208254651808789
0.263185999996495,97.65625,0.165075740192192
0.268181999999797,97.65625,0.0890898422941695
0.273059999999532,97.65625,0.158600126103355
0.278142999995907,97.65625,0.162984661855035
0.283181999999215,97.65625,0.152541797550704
0.288100999998278,97.65625,0.161124175715502
0.29309999999532,97.65625,0.184835061608992
0.297978999995394,97.65625,0.194054116163507
0.303025000001071,97.65625,0.175011428198275
0.307898999999452,97.65625,0.145086181285469
0.312938999995822,97.65625,0.152472948420367
0.318018999998458,97.65625,0.142021125189177
