time,indentation,contact_force
0,0,1.92292381544356
0.00488100000075065,0,1.92374634502577
0.00975800000014715,0,1.82614703679633
0.0147170000054757,0,1.84369682974181
0.0196400000058929,0,1.93936536011139
0.0246380000025965,0,1.91433800568238
0.0296760000055656,0,1.85259385727147
0.0345930000039516,0,1.840105431762
0.0394790000063949,0,1.79057532653614
0.0445520000066608,0,1.80812195385156
0.0495160000064061,0,1.87234398548985
0.0545200000051409,0,1.84846233394138
0.0595150000008289,0,1.83632785743723
0.0645170000061626,0,1.87999361701044
0.0694000000003143,97.65625,1.87067394272759
0.0742370000007213,97.65625,1.82628283680267
0.0792629999996279,97.65625,1.83248137780442
0.0841199999995297,97.65625,1.84787283112232
0.0891180000035092,97.65625,1.84486449366884
0.0941930000044522,195.3125,1.84510433309339
0.0991130000038538,195.3125,1.828210053577
0.104005000001052,292.96875,1.81372544780074
0.108989000000292,292.96875,1.86900829318652
0.114076000005298,292.96875,1.92523686854371
0.119219000000157,488.28125,1.97970957465988
0.124318000001949,585.9375,2.01063223887413
0.129219000002195,585.9375,2.04066876293043
0.134314000002632,585.9375,2.04240054837439
0.139398999999685,781.25,2.00163957794604
0.144392000001972,781.25,1.9611165187209
0.1494770000063,878.90625,2.03597888004763
0.154632000005222,878.90625,2.14083768651432
0.159711000000243,976.5625,2.16949141505561
0.164631999999983,976.5625,2.14841802263898
0.169511000000057,976.5625,2.20796580589465
0.174512000005052,1074.21875,2.26961230169384
0.179553000001761,1074.21875,2.31320600033806
0.18467000000237,1074.21875,2.32208526975217
0.189793000005011,1074.21875,2.3710843510934
0.194910000005621,1074.21875,2.41510848617614
0.200034000001324,1074.21875,2.3109132393926
0.205033000005642,1074.21875,2.13539926009166
0.210093000001507,1074.21875,2.27281081482819
0.215150000003632,1074.21875,2.50972926826779
0.220199000003049,1074.21875,2.36241274971162
0.225304999999935,1074.21875,2.18615209900867
0.230230000001029,1074.21875,2.28399321365016
0.235229000005347,1074.21875,2.3814485087862
0.240190000004077,1074.21875,2.46197481709298
0.245156000004499,1074.21875,2.54870653469559
0.250307000002067,1074.21875,2.43152565275384
0.255311000000802,1074.21875,2.37684875412804
0.260309000004781,1074.21875,2.48131779504359
0.265308000001824,1074.21875,2.48596802071145
0.270349000005808,1074.21875,2.42831402417397
